Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Ensembl Canonical	Gene name	Source of gene name	Gene % GC content	Gene type	GO term accession	GO term name	CDD ID	HGNC ID	NCBI gene (formerly Entrezgene) ID
ENSG00000164342	toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]	4	186068911	186088073		TLR3	HGNC Symbol	39.22	protein_coding	GO:0038187	pattern recognition receptor activity		HGNC:11849	7098
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619	1	TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity	cd15822	HGNC:16276	85363
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619	1	TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity	cd19761	HGNC:16276	85363
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619	1	TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity	cd16591	HGNC:16276	85363
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619		TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity	cd19761	HGNC:16276	85363
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619		TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity	cd16591	HGNC:16276	85363
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619		TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity		HGNC:16276	85363
ENSG00000132256	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	11	5663195	5938619		TRIM5	HGNC Symbol	37.59	protein_coding	GO:0038187	pattern recognition receptor activity	cd15822	HGNC:16276	85363
ENSG00000121634	gap junction protein alpha 8 [Source:HGNC Symbol;Acc:HGNC:4281]	1	147902795	147909269	1	GJA8	HGNC Symbol	45.36	protein_coding	GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production		HGNC:4281	2703
ENSG00000206486	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	HSCHR6_MHC_QBL_CTG1	1908201	1928150	1	DHX16	HGNC Symbol	50.02	protein_coding	GO:0038187	pattern recognition receptor activity	cd18791	HGNC:2739	8449
ENSG00000206486	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	HSCHR6_MHC_QBL_CTG1	1908201	1928150	1	DHX16	HGNC Symbol	50.02	protein_coding	GO:0038187	pattern recognition receptor activity	cd17974	HGNC:2739	8449
ENSG00000110944	interleukin 23 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15488]	12	56334174	56340410	1	IL23A	HGNC Symbol	49.11	protein_coding	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production		HGNC:15488	51561
ENSG00000142208	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	14	104769349	104795759	1	AKT1	HGNC Symbol	64.09	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd01241	HGNC:391	207
ENSG00000142208	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	14	104769349	104795759	1	AKT1	HGNC Symbol	64.09	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd05594	HGNC:391	207
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682		IL34	HGNC Symbol	48.52	protein_coding	GO:0005157	macrophage colony-stimulating factor receptor binding		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682		IL34	HGNC Symbol	48.52	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682		IL34	HGNC Symbol	48.52	protein_coding	GO:0120041	positive regulation of macrophage proliferation		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682		IL34	HGNC Symbol	48.52	protein_coding	GO:0045651	positive regulation of macrophage differentiation		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682	1	IL34	HGNC Symbol	48.52	protein_coding	GO:0005157	macrophage colony-stimulating factor receptor binding		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682	1	IL34	HGNC Symbol	48.52	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682	1	IL34	HGNC Symbol	48.52	protein_coding	GO:0120041	positive regulation of macrophage proliferation		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682	1	IL34	HGNC Symbol	48.52	protein_coding	GO:0045651	positive regulation of macrophage differentiation		HGNC:28529	146433
ENSG00000157368	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	16	70579895	70660682	1	IL34	HGNC Symbol	48.52	protein_coding	GO:0061518	microglial cell proliferation		HGNC:28529	146433
ENSG00000090376	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	12	66189195	66254622	1	IRAK3	HGNC Symbol	39.98	protein_coding	GO:0010933	positive regulation of macrophage tolerance induction	cd08796	HGNC:17020	11213
ENSG00000090376	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	12	66189195	66254622	1	IRAK3	HGNC Symbol	39.98	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd08796	HGNC:17020	11213
ENSG00000090376	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	12	66189195	66254622	1	IRAK3	HGNC Symbol	39.98	protein_coding	GO:0010933	positive regulation of macrophage tolerance induction	cd14160	HGNC:17020	11213
ENSG00000090376	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	12	66189195	66254622	1	IRAK3	HGNC Symbol	39.98	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd14160	HGNC:17020	11213
ENSG00000090376	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	12	66189195	66254622		IRAK3	HGNC Symbol	39.98	protein_coding	GO:0010933	positive regulation of macrophage tolerance induction	cd14160	HGNC:17020	11213
ENSG00000090376	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	12	66189195	66254622		IRAK3	HGNC Symbol	39.98	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd14160	HGNC:17020	11213
ENSG00000187908	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]	10	122560665	122643736		DMBT1	HGNC Symbol	49.13	protein_coding	GO:0005044	scavenger receptor activity	cd00041	HGNC:2926	1755
ENSG00000187908	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]	10	122560665	122643736		DMBT1	HGNC Symbol	49.13	protein_coding	GO:0038187	pattern recognition receptor activity	cd00041	HGNC:2926	1755
ENSG00000085265	ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]	9	134903232	134917912	1	FCN1	HGNC Symbol	50.34	protein_coding	GO:0038187	pattern recognition receptor activity	cd00087	HGNC:3623	2219
ENSG00000187908	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]	10	122560665	122643736	1	DMBT1	HGNC Symbol	49.13	protein_coding	GO:0005044	scavenger receptor activity	cd00041	HGNC:2926	1755
ENSG00000187908	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]	10	122560665	122643736	1	DMBT1	HGNC Symbol	49.13	protein_coding	GO:0038187	pattern recognition receptor activity	cd00041	HGNC:2926	1755
ENSG00000144648	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]	3	42804752	42887974	1	ACKR2	HGNC Symbol	44.24	protein_coding	GO:0005044	scavenger receptor activity	cd15188	HGNC:1565	1238
ENSG00000144648	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]	3	42804752	42887974		ACKR2	HGNC Symbol	44.24	protein_coding	GO:0005044	scavenger receptor activity	cd15188	HGNC:1565	1238
ENSG00000198223	colony stimulating factor 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2435]	X	1268793	1325373		CSF2RA	HGNC Symbol	50.9	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway		HGNC:2435	1438
ENSG00000198223	colony stimulating factor 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2435]	X	1268793	1325373		CSF2RA	HGNC Symbol	50.9	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex		HGNC:2435	1438
ENSG00000198223	colony stimulating factor 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2435]	X	1268793	1325373	1	CSF2RA	HGNC Symbol	50.9	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway		HGNC:2435	1438
ENSG00000198223	colony stimulating factor 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2435]	X	1268793	1325373	1	CSF2RA	HGNC Symbol	50.9	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex		HGNC:2435	1438
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980	1	PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd05590	HGNC:9403	5583
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980	1	PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd20835	HGNC:9403	5583
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980	1	PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd04014	HGNC:9403	5583
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980	1	PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd20838	HGNC:9403	5583
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980		PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd05590	HGNC:9403	5583
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980		PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd20838	HGNC:9403	5583
ENSG00000027075	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	14	61187559	61550980		PRKCH	HGNC Symbol	42.48	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd20835	HGNC:9403	5583
ENSG00000074660	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	17	1633858	1645744	1	SCARF1	HGNC Symbol	58.07	protein_coding	GO:0005044	scavenger receptor activity		HGNC:16820	8578
ENSG00000074660	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	17	1633858	1645744		SCARF1	HGNC Symbol	58.07	protein_coding	GO:0005044	scavenger receptor activity		HGNC:16820	8578
ENSG00000206439	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	HSCHR6_MHC_QBL_CTG1	2831386	2834157	1	TNF	HGNC Symbol	52.85	protein_coding	GO:0001774	microglial cell activation	cd00184	HGNC:11892	7124
ENSG00000206506	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_QBL_CTG1	1089733	1093907		HLA-G	HGNC Symbol	56.26	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd21022	HGNC:4964	3135
ENSG00000206506	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_QBL_CTG1	1089733	1093907		HLA-G	HGNC Symbol	56.26	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:4964	3135
ENSG00000123609	N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]	2	151270470	151289894	1	NMI	HGNC Symbol	39.88	protein_coding	GO:0002281	macrophage activation involved in immune response	cd12544	HGNC:7854	9111
ENSG00000213689	three prime repair exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:12269]	3	48465811	48467645	1	TREX1	HGNC Symbol	62.72	protein_coding	GO:0002281	macrophage activation involved in immune response		HGNC:12269	11277
ENSG00000167191	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	16	19856691	19886167	1	GPRC5B	HGNC Symbol	51.08	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd15278	HGNC:13308	51704
ENSG00000167191	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	16	19856691	19886167		GPRC5B	HGNC Symbol	51.08	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd15278	HGNC:13308	51704
ENSG00000120899	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	8	27311482	27459391		PTK2B	HGNC Symbol	46.91	protein_coding	GO:0010758	regulation of macrophage chemotaxis	cd05056	HGNC:9612	2185
ENSG00000120899	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	8	27311482	27459391		PTK2B	HGNC Symbol	46.91	protein_coding	GO:0010758	regulation of macrophage chemotaxis	cd14473	HGNC:9612	2185
ENSG00000120899	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	8	27311482	27459391		PTK2B	HGNC Symbol	46.91	protein_coding	GO:0010758	regulation of macrophage chemotaxis	cd13190	HGNC:9612	2185
ENSG00000120899	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	8	27311482	27459391	1	PTK2B	HGNC Symbol	46.91	protein_coding	GO:0010758	regulation of macrophage chemotaxis	cd05056	HGNC:9612	2185
ENSG00000120899	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	8	27311482	27459391	1	PTK2B	HGNC Symbol	46.91	protein_coding	GO:0010758	regulation of macrophage chemotaxis	cd14473	HGNC:9612	2185
ENSG00000120899	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	8	27311482	27459391	1	PTK2B	HGNC Symbol	46.91	protein_coding	GO:0010758	regulation of macrophage chemotaxis	cd13190	HGNC:9612	2185
ENSG00000131408	nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]	19	50329653	50383388		NR1H2	HGNC Symbol	51.29	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06954	HGNC:7965	7376
ENSG00000131408	nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]	19	50329653	50383388		NR1H2	HGNC Symbol	51.29	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd07160	HGNC:7965	7376
ENSG00000131408	nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]	19	50329653	50383388	1	NR1H2	HGNC Symbol	51.29	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06954	HGNC:7965	7376
ENSG00000131408	nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]	19	50329653	50383388	1	NR1H2	HGNC Symbol	51.29	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd07160	HGNC:7965	7376
ENSG00000106804	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]	9	120932987	121075195	1	C5	HGNC Symbol	39.35	protein_coding	GO:0010760	negative regulation of macrophage chemotaxis	cd00017	HGNC:1331	727
ENSG00000106804	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]	9	120932987	121075195	1	C5	HGNC Symbol	39.35	protein_coding	GO:0010760	negative regulation of macrophage chemotaxis	cd02896	HGNC:1331	727
ENSG00000106804	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]	9	120932987	121075195	1	C5	HGNC Symbol	39.35	protein_coding	GO:0010760	negative regulation of macrophage chemotaxis	cd03582	HGNC:1331	727
ENSG00000239732	toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]	3	52221080	52225645	1	TLR9	HGNC Symbol	61.1	protein_coding	GO:0038187	pattern recognition receptor activity		HGNC:15633	54106
ENSG00000239732	toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]	3	52221080	52225645	1	TLR9	HGNC Symbol	61.1	protein_coding	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production		HGNC:15633	54106
ENSG00000239732	toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]	3	52221080	52225645	1	TLR9	HGNC Symbol	61.1	protein_coding	GO:0001774	microglial cell activation		HGNC:15633	54106
ENSG00000108688	C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]	17	34270221	34272242	1	CCL7	HGNC Symbol	45	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10634	6354
ENSG00000108691	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	17	34255274	34257208	1	CCL2	HGNC Symbol	45.63	protein_coding	GO:0048246	macrophage chemotaxis	cd00272	HGNC:10618	6347
ENSG00000259207	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	17	47253827	47313743		ITGB3	HGNC Symbol	46.53	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation		HGNC:6156	3690
ENSG00000259207	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	17	47253827	47313743	1	ITGB3	HGNC Symbol	46.53	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation		HGNC:6156	3690
ENSG00000027697	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	6	137197483	137219449	1	IFNGR1	HGNC Symbol	38.8	protein_coding	GO:0001774	microglial cell activation		HGNC:5439	3459
ENSG00000069764	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	16	14672548	14694308	1	PLA2G10	HGNC Symbol	47.68	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd00125	HGNC:9029	8399
ENSG00000069764	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	16	14672548	14694308	1	PLA2G10	HGNC Symbol	47.68	protein_coding	GO:0042116	macrophage activation	cd00125	HGNC:9029	8399
ENSG00000069764	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	16	14672548	14694308	1	PLA2G10	HGNC Symbol	47.68	protein_coding	GO:0043030	regulation of macrophage activation	cd00125	HGNC:9029	8399
ENSG00000069764	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	16	14672548	14694308	1	PLA2G10	HGNC Symbol	47.68	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd00125	HGNC:9029	100652777
ENSG00000069764	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	16	14672548	14694308	1	PLA2G10	HGNC Symbol	47.68	protein_coding	GO:0042116	macrophage activation	cd00125	HGNC:9029	100652777
ENSG00000069764	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	16	14672548	14694308	1	PLA2G10	HGNC Symbol	47.68	protein_coding	GO:0043030	regulation of macrophage activation	cd00125	HGNC:9029	100652777
ENSG00000196689	transient receptor potential cation channel subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:12716]	17	3565444	3609411	1	TRPV1	HGNC Symbol	52.6	protein_coding	GO:0001774	microglial cell activation	cd22196	HGNC:12716	7442
ENSG00000197417	sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]	17	3608240	3636250	1	SHPK	HGNC Symbol	50.42	protein_coding	GO:0043030	regulation of macrophage activation	cd07777	HGNC:1492	23729
ENSG00000121807	C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]	3	46353864	46360940	1	CCR2	HGNC Symbol	44.09	protein_coding	GO:0090265	positive regulation of immune complex clearance by monocytes and macrophages	cd15184	HGNC:1603	729230
ENSG00000121807	C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]	3	46353864	46360940	1	CCR2	HGNC Symbol	44.09	protein_coding	GO:1905517	macrophage migration	cd15184	HGNC:1603	729230
ENSG00000121807	C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]	3	46353864	46360940	1	CCR2	HGNC Symbol	44.09	protein_coding	GO:1905521	regulation of macrophage migration	cd15184	HGNC:1603	729230
