Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination
GCF_902150065.1	fMyrMur1.1	Myripristis murdjan	586833								NCBI Myripristis murdjan Annotation Release 100	835254674	24	Chromosome	2019-07-03	CABFVW01	14475636	34950760	87	0.99505496	0.9824176	0.012637363	0.0021978023	0.0027472528	actinopterygii_odb10		SC	PRJEB33188	SAMEA4872133	26968	23439	380				
GCF_032191835.1	APGP_CSIRO_Hbin_v1	Heteronotia binoei	13085					False Entrance Well	CCM8104	female	GCF_032191835.1-RS_2023_10	2633446684	21	Chromosome	2023-09-29	JAVQKZ01	14376057	150619664	660	0.9762032	0.9378342	0.038368985	0.004010695	0.019786097	sauropsida_odb10	PacBio Sequel	CSIRO Applied Genomics Initiative	PRJNA1013038	SAMN37280769	25370	20682	913				
GCF_021462225.1	DD_fGirMul_XY1	Girardinichthys multiradiatus	208333						DD_20200921_A	male	NCBI Girardinichthys multiradiatus Annotation Release 100	1150004004	25	Chromosome	2022-02-24	JAJATY02	13818222	47419401	72	0.98041147	0.9319003	0.04851114	0.0024978637	0.017090647	cyprinodontiformes_odb10	PacBio Sequel I CLR; 10X Genomics linked reads; Arima Genomics Hi-C; Bionano Genomics DLS	Max Planck Institute of Molecular Cell Biology and Genetics	PRJNA768329	SAMN22242658	29994	23723	453				
GCF_030014385.1	fTriRos1.hap1	Trichomycterus rosablanca	2290929						fTriRos1	male	GCF_030014385.1-RS_2024_02	1045025885	27	Chromosome	2023-05-16	JASDDV01	13074164	40419146	349	0.98571426	0.9692308	0.016483517	0.0035714286	0.010714286	actinopterygii_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA924296	SAMN32755940	36333	22952	1071				
GCF_007399415.2	rGopEvg1_v1.p	Gopherus evgoodei	1825980					Sinaloan lineage		male	NCBI Gopherus evgoodei Annotation Release 100	2298547364	24	Chromosome	2019-07-25	VHHN01	13026736	147425149	382	0.9894385	0.9751337	0.014304813	0.0016042781	0.008957219	sauropsida_odb10	PacBio Sequel I; 10X Genomics linked reads; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA489103	SAMN03496275	26465	20174	1311				
GCF_042242105.1	fPemKlu1.hap1	Pempheris klunzingeri	3127111						RE-2024b		GCF_042242105.1-RS_2025_01	646252061	24	Chromosome	2024-09-25	JBCEDJ01	12920725	27715216	441	0.9934066	0.97774726	0.015659342	0.00467033	0.0019230769	actinopterygii_odb10	PacBio Sequel IIe		PRJNA1090818	SAMN40589649	27228	21964	626				
GCF_015220745.1	fSebUmb1.pri	Sebastes umbrosus	72105						fSebUmb1	male	NCBI Sebastes umbrosus Annotation Release 100	800904020	24	Chromosome	2020-11-03	JADCQQ01	11445908	34912176	138	0.99285716	0.9824176	0.010439561	0.00082417583	0.0063186814	actinopterygii_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA562005	SAMN12629503	30334	23881	345				
GCF_016906955.1	ROS_Pafr_v1	Phacochoerus africanus	41426						WHEZ1	female	GCF_016906955.1-RS_2023_03	2435083091	17	Chromosome	2021-02-19	JACMRZ01	10602503	141887063	194	0.98297715	0.9786277	0.004349456	0.005399325	0.011623547	cetartiodactyla_odb10	PacBio Sequel	The Roslin Institute	PRJNA656957	SAMN15809474	27929	20276	2889				
GCF_017639745.1	fMelBoe1.pri	Melanotaenia boesemani	1250792						fMelBoe1		NCBI Melanotaenia boesemani Annotation Release 100	865575964	24	Chromosome	2021-03-30	JAGFVI01	9299978	37878235	92	0.9978022	0.98983514	0.007967033	0.0002747253	0.0019230769	actinopterygii_odb10	PacBio Sequel CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561965	SAMN12623618	29291	24098	382				
GCF_027789765.1	aDenEbr1.pat	Dendropsophus ebraccatus	150705						aDenEbr1	female	GCF_027789765.1-RS_2024_11	2214937069	15	Chromosome	2023-01-13	JAQFWY01	8808153	153439414	2200	0.95800376	0.93258005	0.025423728	0.008097928	0.033898305	tetrapoda_odb10	PacBio Sequel I CLR; 10X Gemonics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C v1; Illumina WGS on parents	Vertebrate Genomes Project	PRJNA910819	SAMN32145295	37424	22271	2889				
GCF_007474595.2	mLynCan4.pri.v2	Lynx canadensis	61383						LIC74	male	NCBI Lynx canadensis Annotation Release 102	2407810255	20	Chromosome	2020-07-14	VHLE02	7503561	147275701	54	0.97421044	0.9653151	0.008895325	0.0051717004	0.020617846	carnivora_odb10	PacBio Sequel I; 10X genome; Bionano Genomics; Arima Genomics Hi-C	Vertebrate Genomes Project	PRJNA489107	SAMN09948483	29379	19742	3503				
GCF_028390025.1	aPseCor3.hap2	Pseudophryne corroboree	495146						aPseCor3	male	GCF_028390025.1-RS_2024_02	8872758793	12	Chromosome	2023-02-06	JAQOLT01	6819095	846894890	3127	0.95329565	0.9359699	0.0173258	0.0054613934	0.04124294	tetrapoda_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA921726	SAMN32631236	186827	24591	33511				
GCF_900747795.2	fErpCal1.3	Erpetoichthys calabaricus	27687								GCF_900747795.2-RS_2023_02	3613534470	18	Chromosome	2021-07-07	CAADRL03	6772339	217689105	168	0.964011	0.9282967	0.035714287	0.00467033	0.031318683	actinopterygii_odb10		Wellcome Sanger Institute	PRJEB31579	SAMEA104026374	27285	22075	653				
GCF_009819535.1	rLacAgi1.pri	Lacerta agilis	80427						rLacAgi1	female	NCBI Lacerta agilis Annotation Release 100	1391387079	20	Chromosome	2019-12-31	WNMS01	6613248	86565987	28	0.9758021	0.9465241	0.029278075	0.004010695	0.020187166	sauropsida_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA562018	SAMN12629509	23190	20325	491				
GCF_900634415.1	fCotGob3.1	Cottoperca gobio	56716								NCBI Cottoperca gobio Annotation Release 100	609391784	24	Chromosome	2019-02-06	CAAAFJ01	6330900	25156145	322	0.9552198	0.9381868	0.017032968	0.006868132	0.03791209	actinopterygii_odb10		SC	PRJEB30248	SAMEA104242975	25595	21272	703				
GCF_030684315.1	sSteTig4.hap1	Stegostoma tigrinum	3053191						sSteTig4	male	GCF_030684315.1-RS_2023_09	3198515386	51	Chromosome	2023-08-08	JAUUDQ01	6162596	79021053	835	0.96273106	0.93559927	0.027131783	0.0083482405	0.028920691	vertebrata_odb10	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA986595	SAMN35823397	24913	19223	729				
GCF_903992535.2	mArvAmp1.2	Arvicola amphibius	1047088								NCBI Arvicola amphibius Annotation Release 101	2297766297	18	Chromosome	2021-05-15	CAJEUG02	5392280	158924400	215	0.987317	0.962096	0.025221046	0.0029714452	0.009711552	glires_odb10		Wellcome Sanger Institute	PRJEB39550	SAMEA994740	28375	21424	3237				
GCF_036971445.1	sNarBan1.hap1	Narcine bancroftii	1343680						sNarBan1	male	GCF_036971445.1-RS_2024_11	3328432768	14	Chromosome	2024-03-06	JAZHEF01	5195315	257710454	595	0.9502087	0.92158616	0.02862254	0.016696481	0.033094812	vertebrata_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1063320	SAMN39325148	30148	18559	1228				
GCF_025860055.1	RBS_HiC_50CHRs	Xyrauchen texanus	154827						HMW12.3.18		GCF_025860055.1-RS_2023_02	2186806939	50	Chromosome	2022-10-26	JAOTQA01	5095822	43767000	1745	0.9936813	0.49285713	0.50082415	0.003021978	0.0032967033	actinopterygii_odb10	Oxford Nanopore GridION	University at Buffalo	PRJNA885108	SAMN31066171	46520	38655	2947				
GCF_900634625.1	fParRan2.1	Parambassis ranga	210632								NCBI Parambassis ranga Annotation Release 100	551012959	22	Chromosome	2019-02-06	CAAAFN01	5080925	22993012	156	0.9953297	0.97252744	0.022802198	0.0019230769	0.0027472528	actinopterygii_odb10		SC	PRJEB30257	SAMEA4675621	27955	23248	522				
GCF_024139225.1	mSunEtr1.pri.cur	Suncus etruscus	109475						mSunEtr1	male	GCF_024139225.1-RS_2023_02	2471666657	22	Chromosome	2022-07-06	JAMYDX01	5042816	131952995	147	0.94874936	0.9163806	0.03236881	0.006702632	0.044547983	laurasiatheria_odb10	PacBio Sequel CLR; 10X linked reads; Bionano DLS; Arima Hi-C v1	Vertebrate Genomes Project	PRJNA838699	SAMN28420931	39091	19819	5239				
GCF_035084215.1	sHepPer1.hap1	Heptranchias perlo	212740						sHepPer1	female	GCF_035084215.1-RS_2024_08	3249915908	46	Chromosome	2024-01-05	JAYJKY01	4905566	66821466	1879	0.95438284	0.921288	0.033094812	0.016696481	0.028920691	vertebrata_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1054128	SAMN38891902	45906	21852	5162				
GCF_022539355.2	HSTE1.2	Hippoglossus stenolepis	195615						QCI-W04-F060	female	NCBI Hippoglossus stenolepis Annotation Release 101	602147347	24	Chromosome	2022-03-10	JAKRZP01	4638087	27288303	52	0.9975275	0.98791206	0.009615385	0.0010989011	0.0013736264	actinopterygii_odb10	Oxford Nanopore GridION; Oxford Nanopore PromethION; Illumina NovaSeq	International Pacific Halibut Commission	PRJNA622249	SAMN29538134	27944	21933	767				
GCF_903995435.1	mAcoRus1.1	Acomys russatus	60746								GCF_903995435.1-RS_2023_02	2301522284	33	Chromosome	2020-08-21	CAJFAB01	4450755	66475698	623	0.98608494	0.9704305	0.015654443	0.0044934046	0.009421655	glires_odb10		SC	PRJEB39768	SAMEA104026431	29331	20811	5096				
GCF_030144855.1	sHypSab1.hap1	Hypanus sabinus	79690						sHypSab1	male	GCF_030144855.1-RS_2023_09	4044869043	35	Chromosome	2023-06-05	JASKZA01	4266932	112262883	2989	0.97137743	0.9442457	0.027131783	0.0074537867	0.021168754	vertebrata_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA924072	SAMN32745077	30308	22522	1048				
GCF_029499605.1	aHylSar1.hap1	Hyla sarda	327740						aHylSar1	female	GCF_029499605.1-RS_2023_05	4142159359	13	Chromosome	2023-04-07	JARJIZ01	3809262	384967061	3474	0.9455744	0.92843693	0.017137477	0.006779661	0.047645953	tetrapoda_odb10	PacBio Sequel II HiFi	Vertebrate Genomes Project	PRJNA921707	SAMN32629340	102483	22847	17885				
GCF_901765095.1	aMicUni1.1	Microcaecilia unicolor	1415580								NCBI Microcaecilia unicolor Annotation Release 100	4685923413	14	Chromosome	2019-06-22	CABFKK01	3661507	376147139	1080	0.9677966	0.91751415	0.050282486	0.0056497175	0.026553672	tetrapoda_odb10		SC	PRJEB32737	SAMEA104387962	26246	20868	781				
GCF_029633855.1	fHopMal1.hap1	Hoplias malabaricus	27720						fHopMal1	male	GCF_029633855.1-RS_2024_07	1186354877	21	Chromosome	2024-06-25	JARULH02	3626585	53138383	597	0.97032964	0.88956046	0.08076923	0.007967033	0.021703297	actinopterygii_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA923842	SAMN32740525	47138	26286	1663				
GCF_036365525.1	sHetFra1.hap1	Heterodontus francisci	7792						sHetFra1	female	GCF_036365525.1-RS_2024_08	6013048672	51	Chromosome	2024-02-06	JAYXIR01	3418954	90140832	2306	0.96422184	0.93381035	0.030411448	0.014907573	0.020870602	vertebrata_odb10	PacBio Sequel	Vertebrate Genomes Project	PRJNA1064416	SAMN39432692	40132	22886	2568				
GCF_949774975.1	mLagAlb1.1	Lagenorhynchus albirostris	27610								GCF_949774975.1-RS_2023_10	2544819402	22	Chromosome	2023-04-08	CATKRZ01	3398034	110721866	409	0.9782527	0.9558305	0.022422196	0.007274091	0.0144731905	cetartiodactyla_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB60994	SAMEA111380537	28611	19117	3592				
GCF_901001135.1	aRhiBiv1.1	Rhinatrema bivittatum	194408								NCBI Rhinatrema bivittatum Annotation Release 100	5319222779	19	Chromosome	2019-06-02	CAAJIB01	3216284	486875112	1329	0.96591336	0.93013185	0.035781544	0.0077212807	0.02636535	tetrapoda_odb10		SC	PRJEB32111	SAMEA104387956	28114	21554	620				
GCF_031021105.1	rEryReg1.hap1	Erythrolamprus reginae	121349						rEryReg1	female	GCF_031021105.1-RS_2024_12	1964049041	14	Chromosome	2023-08-31	JAVGWQ01	3064756	259117534	400	0.93877006	0.90721923	0.031550802	0.008957219	0.052272726	sauropsida_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA921730	SAMN32631248	23144	19996	702				
GCF_900700375.1	fDenClu1.1	Denticeps clupeoides	299321								NCBI Denticeps clupeoides Annotation Release 100	567401054	20	Chromosome	2019-03-16	CAADHS01	3059612	22793177	460	0.98186815	0.896978	0.08489011	0.0041208793	0.014010989	actinopterygii_odb10		SC	PRJEB31545	SAMEA104129917	40130	23474	4375				
GCF_963584025.1	fLabMix1.1	Labrus mixtus	508554								GCF_963584025.1-RS_2023_11	740563171	24	Chromosome	2023-11-05	CAUZXJ01	2678957	30403003	324	0.9953297	0.99065936	0.00467033	0.00082417583	0.0038461538	actinopterygii_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB68165	SAMEA111562155	41941	22740	6514				
GCF_040937935.1	aHypRig1.pri	Hyperolius riggenbachi	752182						aHypRig1	male	GCF_040937935.1-RS_2024_08	4915935452	12	Chromosome	2024-07-30	JBFPJS01	2674826	451034413	477	0.93804145	0.90979284	0.028248588	0.011864407	0.05009416	tetrapoda_odb10	PacBio Sequel II HiFi; PacBio Revio HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1129093	SAMN42123895	68148	24147	9294				
GCF_902500255.1	fThaAma1.1	Thalassophryne amazonica	390379								NCBI Thalassophryne amazonica Annotation Release 100	2446592878	23	Chromosome	2019-09-30	CABVOY01	2329598	118421481	464	0.97527474	0.9467033	0.028571429	0.007967033	0.016758243	actinopterygii_odb10		SC	PRJEB34606	SAMEA104129913	31773	22351	1082				
GCF_007364275.1	fArcCen1	Archocentrus centrarchus	63155						MPI-CPG fArcCen1	male	NCBI Archocentrus centrarchus Annotation Release 100	932930362	24	Chromosome	2019-08-01	STFV01	2146538	35590001	188	0.993956	0.96895605	0.025	0.0019230769	0.0041208793	actinopterygii_odb10	PacBio Sequel I; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C	Vertebrate Genomes Project	PRJNA489129	SAMN09948522	29275	25253	995				
GCF_033978785.1	RoL_Eaeq_v1.1	Entelurus aequoreus	161455						RoL-2023_Sb	male	GCF_033978785.1-RS_2023_12	1892198045	28	Chromosome	2023-12-01	JAWNBF01	2039131	75786231	424	0.982967	0.86126375	0.1217033	0.0035714286	0.013461539	actinopterygii_odb10	PacBio Hi-Fi; Phase Genomics Hi-C	University of Idaho at Moscow	PRJNA851781	SAMN37953738	35927	25442	719				
GCF_044704955.1	sPriJap1.hap1	Pristiophorus japonicus	55135						sPriJap1	male	GCF_044704955.1-RS_2025_01	5923050865	35	Chromosome	2024-11-13	JBIGLN01	1893048	225854410	4317	0.9424568	0.91264164	0.029815147	0.02862254	0.028920691	vertebrata_odb10	PacBio Revio HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1170977	SAMN44116980	55857	22273	5655				
GCF_900634775.1	fGouWil2.1	Gouania willdenowi	441366								NCBI Gouania willdenowi Annotation Release 100	937150793	23	Chromosome	2019-02-06	CAAAFV01	1838341	38978045	441	0.9793956	0.9480769	0.031318683	0.0038461538	0.016758243	actinopterygii_odb10		SC	PRJEB30359	SAMEA104026382	28295	22983	1424				
GCF_903798145.1	fDanAes4.1	Danio aesculapii	1142201								GCF_903798145.1-RS_2023_05	1381485597	25	Chromosome	2020-06-27	CAIGQR01	1517104	55996547	342	0.971978	0.9489011	0.023076924	0.0074175824	0.020604396	actinopterygii_odb10		SC	PRJEB38583	SAMEA104240212	34673	24964	816				
GCF_947347685.1	fPlePla1.1	Pleuronectes platessa	8262								GCF_947347685.1-RS_2023_03	687388084	24	Chromosome	2022-11-29	CANAFI01	1477112	26648505	355	0.9892857	0.97664833	0.012637363	0.0019230769	0.008791209	actinopterygii_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB57577	SAMEA13853390	37917	22945	1231				
GCF_010909765.2	sAmbRad1.1.pri	Amblyraja radiata	386614						CabotCenter1	male	NCBI Amblyraja radiata Updated Annotation Release 100.20210331	2558784953	49	Chromosome	2020-02-21	JAAGWR01	1462921	62052929	957	0.9522958	0.9227788	0.029516995	0.0122242095	0.035480022	vertebrata_odb10	PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA591369	SAMN09948523	25978	18474	939				
GCF_949786415.1	PerEre_H2_v1	Peromyscus eremicus	42410								GCF_949786415.1-RS_2023_08	2916547091	24	Chromosome	2023-04-08	CATKUO01	1332236	97176920	4296	0.9731845	0.9578925	0.015292072	0.008624438	0.018191041	glires_odb10	Pacbio	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	PRJEB60916	SAMEA112839419	33180	22148	3811				
GCF_902827115.2	fPseGeo1.2	Pseudochaenichthys georgianus	52239								GCF_902827115.2-RS_2025_01	1026205435	24	Chromosome	2022-11-04	CADEHP02	656910	42832159	1562	0.95384616	0.9354396	0.018406594	0.017307693	0.028846154	actinopterygii_odb10	PacBio,Illumina,Dovetail	Wellcome Sanger Institute	PRJEB37648	SAMEA104132832	31153	23496	1132				
GCF_040956055.1	CSIRO-AGI_Bhir_v1	Brachionichthys hirsutus	412623						HB-005		GCF_040956055.1-RS_2024_09	406634837	24	Chromosome	2024-07-30	JBFRBS01	416568	13491165	1370	0.95	0.85714287	0.092857145	0.014010989	0.035989013	actinopterygii_odb10	PacBio Revio; Illumina HiC	CSIRO Applied Genomics Initiative	PRJNA1138177	SAMN42658776	25440	20635	2298				
GCF_963692335.1	fOsmEpe2.1	Osmerus eperlanus	29151								GCF_963692335.1-RS_2024_01	508721272	28	Chromosome	2023-12-11	CAVNYC01	396237	18633437	1007	0.9700549	0.9524725	0.017582418	0.00934066	0.020604396	actinopterygii_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB70540	SAMEA14448128	34446	23565	453				
GCF_024868665.1	Trosa_1v2	Triplophysa rosa	992332							female	GCF_024868665.1-RS_2023_06	684805028	25	Chromosome	2022-09-14	JAFHDT01	377582	24840772	1038	0.97664833	0.96043956	0.016208792	0.007142857	0.016208792	actinopterygii_odb10	Illumina; PacBio RSII	the National Natural Science Foundation of China	PRJNA673076	SAMN16587819	27242	24185	434				
GCF_002201575.2	ASM220157v2	Neomonachus schauinslandi	29088							male	NCBI Neomonachus schauinslandi Annotation Release 101	2419443398	18	Chromosome	2021-10-20	NINY02	181061	150810825	8094	0.98296785	0.9571094	0.025858503	0.0057923044	0.011239829	carnivora_odb10	Illumina HiSeq; BioNano Saphyr; Illumina NovaSeq; Oxford Nanopore GridION	Johns Hopkins University	PRJNA384558	SAMN06841387	27736	19838	4734				
GCF_011077185.1	BPBGC_Ojam_1.0	Oxyura jamaicensis	8884		ruddy duck				SHBP4307	female	NCBI Oxyura jamaicensis Annotation Release 100	1147585764	34	Chromosome	2020-03-10	JAACYN01	128592	36145614	9642	0.99016553	0.978532	0.011633486	0.003597985	0.0062365076	aves_odb10	Illumina NovaSeq	Brood Parasitic Bird Genomes Consortium	PRJNA588796	SAMN13257492	23874	16416	72				
GCF_002776525.5	ASM277652v5	Piliocolobus tephrosceles	591936						RC106	male	NCBI Piliocolobus tephrosceles Annotation Release 102	2993041957	23	Chromosome	2019-12-12	PDMG03	100421	131283114	32287							Illumina HiSeq	University of Oregon	PRJNA413051	SAMN07735529	35364	21528	7117				
GCF_019175285.1	SceUnd_v1.1	Sceloporus undulatus	8520					Alabama	JIND9_A2432	male	NCBI Sceloporus undulatus Annotation Release 100	1905484175	11	Chromosome	2021-07-08	JAGXEY01	75501	275632209	45012	0.95040107	0.9262032	0.024197862	0.015508021	0.03409091	sauropsida_odb10	Illumina HiSeq; PacBio	Auburn University	PRJNA612440	SAMN14373011	23443	19905	670				
GCF_013103735.1	CSU_Ecrag_1.0	Etheostoma cragini	417921						CJK2018		NCBI Etheostoma cragini Annotation Release 100	643078674	24	Chromosome	2020-05-15	JAAVJE01	45088	27593271	4664	0.96483517	0.9587912	0.006043956	0.011538462	0.023626374	actinopterygii_odb10	Illumina HiSeq	Kellogg Biological Station, Michigan State University	PRJNA611833	SAMN14351042	27709	21827	224				
GCF_900094665.2	CAROLI_EIJ_v1.1	Mus caroli	10089							female	NCBI Mus caroli Annotation Release 101	2552816249	20	Chromosome	2017-04-28	FMAL02	30921	122627250	3077								European Bioinformatics Institute	PRJEB14895	SAMEA3367631	32457	21002	6273				
GCF_008632895.1	UCSF_Mcou_1	Mastomys coucha	35658						ucsf_1	male	NCBI Mastomys coucha Annotation Release 100	2507168619	2	Chromosome	2019-09-24	VSBT01	30483	118621203	27	0.9791999	0.97398174	0.0052181478	0.0076822727	0.013117843	glires_odb10	Illumina HiSeq	University of California, San Francisco	PRJNA406979	SAMN07635206	37046	20166	6325				
GCF_008692095.1	UIUC_Espe_1.0	Etheostoma spectabile	54343						EspeVRDwgs_2016	male	NCBI Etheostoma spectabile Annotation Release 100	854790067	24	Chromosome	2019-10-07	VOFY01	26023	30497795	3118	0.96153843	0.9230769	0.03846154	0.006043956	0.032417584	actinopterygii_odb10	Illumina HiSeq; PacBio Sequel	University of Illinois at Urbana-Champaign	PRJNA556880	SAMN12373147	38154	22341	1630				
GCF_030265065.1	ASM3026506v1	Corythoichthys intestinalis	161448						RoL2023-P3	male	GCF_030265065.1-RS_2024_05	1326793283	22	Chromosome	2023-06-20	JAQPVN01	56274649	59287289	109	0.98214287	0.9510989	0.031043956	0.0041208793	0.013736264	actinopterygii_odb10	Pacbio Hi-Fi	University of Idaho at Moscow	PRJNA851781	SAMN32966972	27920	21732	413				
GCF_036321145.2	Pm_UMD_F_2	Pelmatolapia mariae	158779						MD_Pm_ZW	female	GCF_036321145.2-RS_2024_05	972201687	20	Chromosome	2024-04-17	JAWPEK02	31656669	42111825	791	0.989011	0.9714286	0.017582418	0.0024725276	0.008516484	actinopterygii_odb10	PacBio	University of Maryland	PRJNA1031194	SAMN37931306	32558	25233	1033				
GCF_025434085.1	ASM2543408v3	Hippocampus zosterae	109293			Florida				male	GCF_025434085.1-RS_2023_02	544504747	21	Chromosome	2022-09-29	JANTIC01	22513697	26043804	212	0.98351645	0.9607143	0.022802198	0.0043956046	0.012087912	actinopterygii_odb10	Pacbio Hi-Fi; Phase Genomics HiC	University of Idaho at Moscow	PRJNA851781	SAMN30156018	29466	20321	352				
GCF_019802595.1	ASM1980259v1	Syngnathoides biaculeatus	300417						LvHL_M	male	GCF_019802595.1-RS_2023_12	636519225	23	Chromosome	2021-09-09	JADLZI01	18018000	31867959	142	0.9706044	0.95796704	0.012637363	0.0063186814	0.023076924	actinopterygii_odb10	PacBio Sequel; Illumina HiSeq	South China Sea Institute of Oceanology, Chinese Academy of Sciences	PRJNA669508	SAMN16446372	24966	19565	954				
GCF_021028975.2	MPM_Stown_v2.3	Sphaerodactylus townsendi	933632						TG3544	male	NCBI Sphaerodactylus townsendi Annotation Release 100	1810846735	17	Chromosome	2022-04-08	JAHVXK02	9459502	133801376	1742	0.9221925	0.9052139	0.01697861	0.021791443	0.056016043	sauropsida_odb10	Illumina HiSeq	Marquette University	PRJNA746057	SAMN20179316	21793	18976	549				
GCF_033978795.1	RoL_Noph_v1.0	Nerophis ophidion	159077						RoL-2023_Sa	male	GCF_033978795.1-RS_2023_12	1845757181	29	Chromosome	2023-12-01	JAWNBE01	4791538	66953617	473	0.9807692	0.9230769	0.057692308	0.0052197804	0.014010989	actinopterygii_odb10	PacBio Hi-Fi; Phase Genomics Hi-C	University of Idaho at Moscow	PRJNA851781	SAMN37953718	35195	23280	2986				
GCF_029220125.1	NWPU_hadal_v1	Pseudoliparis swirei	2059687					Mariana Trench	HS2019		GCF_029220125.1-RS_2023_05	626438928	24	Chromosome	2023-03-16	JANBZZ01	4219354	25738204	199	0.96703297	0.9519231	0.01510989	0.00989011	0.023076924	actinopterygii_odb10	Oxford Nanopore GridION	Northwestern Polytechnical University	PRJNA852951	SAMN29358067	25676	21161	666				
GCF_016433145.1	AgileGrace	Gracilinanus agilis	191870						LMUSP501	male	NCBI Gracilinanus agilis Annotation Release 100	3701017385	7	Chromosome	2021-01-06	JADWME01	73170	683521856	60713	0.9042922	0.87762845	0.026663776	0.031758074	0.063949704	mammalia_odb10	stLFR; BGISEQ-500; Hi-C	Nanjing Normal University	PRJNA565840	SAMN16807781	26561	21142	3333				
